"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"MISO IN. DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV",240102,2024-01-02,0643AZ,IFED,01,064 ,   36993,     315,    2828,      70,   36396,   33998,   36781,   36896,     212,      97,   36993,     315,    2828,      70,   36396,   33998,   36781,   36896,     212,      97,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     160,       0,     200,       0,     395,     -40,     395,     160,    -235,       0,  100.0,    0.9,    7.6,    0.2,   98.4,   91.9,   99.4,   99.7,    0.6,    0.3,  100.0,    0.9,    7.6,    0.2,   98.4,   91.9,   99.4,   99.7,    0.6,    0.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,      1,      3,      1,     23,     13,     25,     16,     30,      1,      3,      1,     23,     13,     25,     16,      0,      0,      0,      0,      0,      0,      0,      0,    58.7,    70.6,    81.4,    91.5,    52.9,    68.9,    70.7,    78.1,    58.7,    70.6,    81.4,    91.5,    52.9,    68.9,    70.7,    78.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643AZ","IFED","064 "
"MISO INDIANA HUB RT PEAK - ICE FUTURES ENERGY DIV",240123,2024-01-23,0643B3,IFED,01,064 ,   35661,    1382,    1268,     244,   33476,   33874,   35102,   35386,     559,     275,   35661,    1382,    1268,     244,   33476,   33874,   35102,   35386,     559,     275,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -33,      37,     -80,       0,     -60,      32,     -23,     -48,     -10,      15,  100.0,    3.9,    3.6,    0.7,   93.9,   95.0,   98.4,   99.2,    1.6,    0.8,  100.0,    3.9,    3.6,    0.7,   93.9,   95.0,   98.4,   99.2,    1.6,    0.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      4,      4,      1,     17,     15,     21,     20,     27,      4,      4,      1,     17,     15,     21,     20,      0,      0,      0,      0,      0,      0,      0,      0,    62.4,    77.1,    84.5,    90.6,    45.4,    48.5,    53.2,    53.0,    62.4,    77.1,    84.5,    90.6,    45.4,    48.5,    53.2,    53.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800 Mwh","0643B3","IFED","064 "
"MISO INDIANA HUB RT PEAK - ICE FUTURES ENERGY DIV",240116,2024-01-16,0643B3,IFED,01,064 ,   35694,    1345,    1348,     244,   33536,   33842,   35125,   35434,     569,     260,   35694,    1345,    1348,     244,   33536,   33842,   35125,   35434,     569,     260,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     659,     234,      17,       0,     268,     642,     502,     659,     157,       0,  100.0,    3.8,    3.8,    0.7,   94.0,   94.8,   98.4,   99.3,    1.6,    0.7,  100.0,    3.8,    3.8,    0.7,   94.0,   94.8,   98.4,   99.3,    1.6,    0.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      2,      4,      1,     17,     16,     19,     21,     26,      2,      4,      1,     17,     16,     19,     21,      0,      0,      0,      0,      0,      0,      0,      0,    62.5,    77.1,    84.7,    90.4,    45.2,    48.5,    53.0,    52.9,    62.5,    77.1,    84.7,    90.4,    45.2,    48.5,    53.0,    52.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800 Mwh","0643B3","IFED","064 "
"MISO INDIANA HUB RT PEAK - ICE FUTURES ENERGY DIV",240109,2024-01-09,0643B3,IFED,01,064 ,   35035,    1111,    1331,     244,   33268,   33200,   34623,   34775,     412,     260,   35035,    1111,    1331,     244,   33268,   33200,   34623,   34775,     412,     260,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1682,     231,    -190,       5,   -1939,   -1553,   -1703,   -1738,      21,      56,  100.0,    3.2,    3.8,    0.7,   95.0,   94.8,   98.8,   99.3,    1.2,    0.7,  100.0,    3.2,    3.8,    0.7,   95.0,   94.8,   98.8,   99.3,    1.2,    0.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      2,      4,      1,     17,     15,     19,     20,     25,      2,      4,      1,     17,     15,     19,     20,      0,      0,      0,      0,      0,      0,      0,      0,    62.8,    76.2,    85.3,    90.4,    43.4,    47.0,    51.1,    51.6,    62.8,    76.2,    85.3,    90.4,    43.4,    47.0,    51.1,    51.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800 Mwh","0643B3","IFED","064 "
"MISO INDIANA HUB RT PEAK - ICE FUTURES ENERGY DIV",240102,2024-01-02,0643B3,IFED,01,064 ,   36717,     880,    1521,     239,   35207,   34753,   36326,   36513,     391,     204,   36717,     880,    1521,     239,   35207,   34753,   36326,   36513,     391,     204,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      58,      30,    -455,     189,    -156,     324,      63,      58,      -5,       0,  100.0,    2.4,    4.1,    0.7,   95.9,   94.7,   98.9,   99.4,    1.1,    0.6,  100.0,    2.4,    4.1,    0.7,   95.9,   94.7,   98.9,   99.4,    1.1,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,      1,      6,      2,     18,     19,     21,     25,     29,      1,      6,      2,     18,     19,     21,     25,      0,      0,      0,      0,      0,      0,      0,      0,    62.4,    73.6,    85.7,    87.7,    42.8,    43.2,    50.0,    47.6,    62.4,    73.6,    85.7,    87.7,    42.8,    43.2,    50.0,    47.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800 Mwh","0643B3","IFED","064 "
"PJM N. IL HUB DA OFF-PK - ICE FUTURES ENERGY DIV",240123,2024-01-23,0643BC,IFED,01,064 ,   32279,    2120,    3741,       0,   30079,   28178,   32199,   31919,      80,     360,   32279,    2120,    3741,       0,   30079,   28178,   32199,   31919,      80,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     482,     -24,    -492,       0,     505,     974,     481,     482,       1,       0,  100.0,    6.6,   11.6,    0.0,   93.2,   87.3,   99.8,   98.9,    0.2,    1.1,  100.0,    6.6,   11.6,    0.0,   93.2,   87.3,   99.8,   98.9,    0.2,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      0,     21,     19,     23,     22,     35,      2,      3,      0,     21,     19,     23,     22,      0,      0,      0,      0,      0,      0,      0,      0,    43.4,    60.8,    68.3,    84.3,    42.6,    54.3,    67.1,    72.8,    43.4,    60.8,    68.3,    84.3,    42.6,    54.3,    67.1,    72.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BC","IFED","064 "
"PJM N. IL HUB DA OFF-PK - ICE FUTURES ENERGY DIV",240116,2024-01-16,0643BC,IFED,01,064 ,   31797,    2144,    4233,       0,   29574,   27204,   31718,   31437,      79,     360,   31797,    2144,    4233,       0,   29574,   27204,   31718,   31437,      79,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      14,       0,      35,       0,      14,     -21,      14,      14,       0,       0,  100.0,    6.7,   13.3,    0.0,   93.0,   85.6,   99.8,   98.9,    0.2,    1.1,  100.0,    6.7,   13.3,    0.0,   93.0,   85.6,   99.8,   98.9,    0.2,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      0,     21,     18,     23,     21,     35,      2,      3,      0,     21,     18,     23,     21,      0,      0,      0,      0,      0,      0,      0,      0,    44.3,    67.2,    70.1,    85.8,    43.5,    60.1,    68.3,    76.0,    44.3,    67.2,    70.1,    85.8,    43.5,    60.1,    68.3,    76.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BC","IFED","064 "
"PJM N. IL HUB DA OFF-PK - ICE FUTURES ENERGY DIV",240109,2024-01-09,0643BC,IFED,01,064 ,   31783,    2144,    4198,       0,   29560,   27225,   31704,   31423,      79,     360,   31783,    2144,    4198,       0,   29560,   27225,   31704,   31423,      79,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1955,    -181,     210,       0,   -1732,   -2148,   -1913,   -1938,     -42,     -17,  100.0,    6.7,   13.2,    0.0,   93.0,   85.7,   99.8,   98.9,    0.2,    1.1,  100.0,    6.7,   13.2,    0.0,   93.0,   85.7,   99.8,   98.9,    0.2,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      0,     21,     18,     23,     21,     35,      2,      3,      0,     21,     18,     23,     21,      0,      0,      0,      0,      0,      0,      0,      0,    44.3,    67.2,    70.2,    85.8,    43.5,    60.0,    68.3,    76.0,    44.3,    67.2,    70.2,    85.8,    43.5,    60.0,    68.3,    76.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BC","IFED","064 "
"PJM N. IL HUB DA OFF-PK - ICE FUTURES ENERGY DIV",240102,2024-01-02,0643BC,IFED,01,064 ,   33738,    2325,    3988,       0,   31292,   29373,   33617,   33361,     121,     377,   33738,    2325,    3988,       0,   31292,   29373,   33617,   33361,     121,     377,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     364,       0,     328,       0,     362,      36,     362,     364,       2,       0,  100.0,    6.9,   11.8,    0.0,   92.8,   87.1,   99.6,   98.9,    0.4,    1.1,  100.0,    6.9,   11.8,    0.0,   92.8,   87.1,   99.6,   98.9,    0.4,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      0,     22,     21,     24,     24,     35,      2,      3,      0,     22,     21,     24,     24,      0,      0,      0,      0,      0,      0,      0,      0,    43.4,    67.0,    69.1,    85.0,    42.6,    60.4,    67.8,    75.8,    43.4,    67.0,    69.1,    85.0,    42.6,    60.4,    67.8,    75.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BC","IFED","064 "
"PJM N. IL HUB DA PEAK - ICE FUTURES ENERGY DIV",240123,2024-01-23,0643BE,IFED,01,064 ,   31786,    2399,     745,       0,   29188,   30681,   31587,   31426,     199,     360,   31786,    2399,     745,       0,   29188,   30681,   31587,   31426,     199,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1031,       0,      60,      -4,    1034,     975,    1030,    1031,       1,       0,  100.0,    7.5,    2.3,    0.0,   91.8,   96.5,   99.4,   98.9,    0.6,    1.1,  100.0,    7.5,    2.3,    0.0,   91.8,   96.5,   99.4,   98.9,    0.6,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      0,     23,     20,     25,     23,     35,      2,      3,      0,     23,     20,     25,     23,      0,      0,      0,      0,      0,      0,      0,      0,    40.5,    71.4,    64.2,    86.5,    40.1,    62.8,    62.5,    77.7,    40.5,    71.4,    64.2,    86.5,    40.1,    62.8,    62.5,    77.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BE","IFED","064 "
"PJM N. IL HUB DA PEAK - ICE FUTURES ENERGY DIV",240116,2024-01-16,0643BE,IFED,01,064 ,   30755,    2399,     685,       4,   28154,   29706,   30557,   30395,     198,     360,   30755,    2399,     685,       4,   28154,   29706,   30557,   30395,     198,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,    7.8,    2.2,    0.0,   91.5,   96.6,   99.4,   98.8,    0.6,    1.2,  100.0,    7.8,    2.2,    0.0,   91.5,   96.6,   99.4,   98.8,    0.6,    1.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     36,      2,      3,      1,     23,     20,     26,     23,     36,      2,      3,      1,     23,     20,     26,     23,      0,      0,      0,      0,      0,      0,      0,      0,    41.8,    74.9,    66.3,    88.3,    41.4,    68.6,    64.5,    78.6,    41.8,    74.9,    66.3,    88.3,    41.4,    68.6,    64.5,    78.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BE","IFED","064 "
"PJM N. IL HUB DA PEAK - ICE FUTURES ENERGY DIV",240109,2024-01-09,0643BE,IFED,01,064 ,   30755,    2399,     685,       4,   28154,   29706,   30557,   30395,     198,     360,   30755,    2399,     685,       4,   28154,   29706,   30557,   30395,     198,     360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2113,    -223,    -130,       0,   -1841,   -1966,   -2064,   -2096,     -49,     -17,  100.0,    7.8,    2.2,    0.0,   91.5,   96.6,   99.4,   98.8,    0.6,    1.2,  100.0,    7.8,    2.2,    0.0,   91.5,   96.6,   99.4,   98.8,    0.6,    1.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,      2,      3,      1,     23,     19,     26,     22,     35,      2,      3,      1,     23,     19,     26,     22,      0,      0,      0,      0,      0,      0,      0,      0,    41.8,    74.9,    66.3,    88.4,    41.4,    68.7,    64.5,    78.6,    41.8,    74.9,    66.3,    88.4,    41.4,    68.7,    64.5,    78.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BE","IFED","064 "
"PJM N. IL HUB DA PEAK - ICE FUTURES ENERGY DIV",240102,2024-01-02,0643BE,IFED,01,064 ,   32868,    2622,     815,       4,   29995,   31672,   32621,   32491,     247,     377,   32868,    2622,     815,       4,   29995,   31672,   32621,   32491,     247,     377,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     214,       1,     185,       4,     206,      27,     211,     216,       3,      -2,  100.0,    8.0,    2.5,    0.0,   91.3,   96.4,   99.2,   98.9,    0.8,    1.1,  100.0,    8.0,    2.5,    0.0,   91.3,   96.4,   99.2,   98.9,    0.8,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     37,      2,      4,      1,     24,     20,     27,     24,     37,      2,      4,      1,     24,     20,     27,     24,      0,      0,      0,      0,      0,      0,      0,      0,    41.6,    74.2,    67.2,    87.8,    40.7,    68.1,    65.3,    78.8,    41.6,    74.2,    67.2,    87.8,    40.7,    68.1,    65.3,    78.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643BE","IFED","064 "
"ISO NE MASS HUB DA OFF-PK FIXD - ICE FUTURES ENERGY DIV",240123,2024-01-23,0643BF,IFED,01,064 ,   78783,    1095,    5311,    1909,   75449,   71263,   78453,   78483,     330,     300,   78783,    1095,    5311,    1909,   75449,   71263,   78453,   78483,     330,     300,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1146,    -385,     176,     -21,    1577,    1002,    1171,    1157,     -25,     -11,  100.0,    1.4,    6.7,    2.4,   95.8,   90.5,   99.6,   99.6,    0.4,    0.4,  100.0,    1.4,    6.7,    2.4,   95.8,   90.5,   99.6,   99.6,    0.4,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,      2,     11,      6,     29,     30,     35,     43,     51,      2,     11,      6,     29,     30,     35,     43,      0,      0,      0,      0,      0,      0,      0,      0,    60.5,    56.2,    79.9,    71.7,    59.9,    55.2,    74.7,    69.6,    60.5,    56.2,    79.9,    71.7,    59.9,    55.2,    74.7,    69.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per Hour for about 368 Hours)","0643BF","IFED","064 "
"ISO NE MASS HUB DA OFF-PK FIXD - ICE FUTURES ENERGY DIV",240116,2024-01-16,0643BF,IFED,01,064 ,   77637,    1480,    5135,    1930,   73872,   70261,   77282,   77326,     355,     311,   77637,    1480,    5135,    1930,   73872,   70261,   77282,   77326,     355,     311,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     890,     130,     122,      30,     728,     740,     888,     892,       2,      -2,  100.0,    1.9,    6.6,    2.5,   95.2,   90.5,   99.5,   99.6,    0.5,    0.4,  100.0,    1.9,    6.6,    2.5,   95.2,   90.5,   99.5,   99.6,    0.5,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     50,      3,     10,      5,     28,     30,     34,     42,     50,      3,     10,      5,     28,     30,     34,     42,      0,      0,      0,      0,      0,      0,      0,      0,    60.2,    55.5,    79.5,    71.4,    59.0,    54.5,    74.4,    69.6,    60.2,    55.5,    79.5,    71.4,    59.0,    54.5,    74.4,    69.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per Hour for about 368 Hours)","0643BF","IFED","064 "
"ISO NE MASS HUB DA OFF-PK FIXD - ICE FUTURES ENERGY DIV",240109,2024-01-09,0643BF,IFED,01,064 ,   76747,    1350,    5013,    1900,   73144,   69521,   76394,   76434,     353,     313,   76747,    1350,    5013,    1900,   73144,   69521,   76394,   76434,     353,     313,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2190,    1213,    -147,    -192,   -3127,   -1826,   -2106,   -2165,     -84,     -25,  100.0,    1.8,    6.5,    2.5,   95.3,   90.6,   99.5,   99.6,    0.5,    0.4,  100.0,    1.8,    6.5,    2.5,   95.3,   90.6,   99.5,   99.6,    0.5,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     50,      3,     10,      5,     28,     30,     34,     42,     50,      3,     10,      5,     28,     30,     34,     42,      0,      0,      0,      0,      0,      0,      0,      0,    60.3,    54.7,    79.6,    70.9,    59.1,    53.7,    74.4,    69.0,    60.3,    54.7,    79.6,    70.9,    59.1,    53.7,    74.4,    69.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per Hour for about 368 Hours)","0643BF","IFED","064 "
"ISO NE MASS HUB DA OFF-PK FIXD - ICE FUTURES ENERGY DIV",240102,2024-01-02,0643BF,IFED,01,064 ,   78937,     137,    5160,    2092,   76271,   71347,   78500,   78599,     437,     338,   78937,     137,    5160,    2092,   76271,   71347,   78500,   78599,     437,     338,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     244,    -367,     -46,      48,     616,     357,     297,     359,     -53,    -115,  100.0,    0.2,    6.5,    2.7,   96.6,   90.4,   99.4,   99.6,    0.6,    0.4,  100.0,    0.2,    6.5,    2.7,   96.6,   90.4,   99.4,   99.6,    0.6,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,      1,     11,      5,     29,     33,     34,     45,     51,      1,     11,      5,     29,     33,     34,     45,      0,      0,      0,      0,      0,      0,      0,      0,    61.6,    51.1,    81.6,    68.9,    61.2,    49.6,    75.5,    65.2,    61.6,    51.1,    81.6,    68.9,    61.2,    49.6,    75.5,    65.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW per Hour for about 368 Hours)","0643BF","IFED","064 "
"ISO NE MASS HUB DA PEAK - ICE FUTURES ENERGY DIV",240123,2024-01-23,0643BG,IFED,01,064 ,  107116,    4743,    7937,    2325,   99630,   96224,  106698,  106486,     418,     630,  107116,    4743,    7937,    2325,   99630,   96224,  106698,  106486,     418,     630,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2076,    -933,     -61,     386,    2614,    1722,    2067,    2047,       9,      29,  100.0,    4.4,    7.4,    2.2,   93.0,   89.8,   99.6,   99.4,    0.4,    0.6,  100.0,    4.4,    7.4,    2.2,   93.0,   89.8,   99.6,   99.4,    0.4,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     67,     11,     17,     13,     30,     32,     47,     56,     67,     11,     17,     13,     30,     32,     47,     56,      0,      0,      0,      0,      0,      0,      0,      0,    63.8,    51.2,    80.9,    69.9,    61.3,    49.9,    74.8,    66.5,    63.8,    51.2,    80.9,    69.9,    61.3,    49.9,    74.8,    66.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800MWh","0643BG","IFED","064 "
"ISO NE MASS HUB DA PEAK - ICE FUTURES ENERGY DIV",240116,2024-01-16,0643BG,IFED,01,064 ,  105040,    5676,    7998,    1939,   97016,   94502,  104631,  104439,     409,     601,  105040,    5676,    7998,    1939,   97016,   94502,  104631,  104439,     409,     601,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2193,     147,     550,       4,    2040,    1584,    2191,    2138,       2,      55,  100.0,    5.4,    7.6,    1.8,   92.4,   90.0,   99.6,   99.4,    0.4,    0.6,  100.0,    5.4,    7.6,    1.8,   92.4,   90.0,   99.6,   99.4,    0.4,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     65,     13,     13,     12,     30,     32,     46,     54,     65,     13,     13,     12,     30,     32,     46,     54,      0,      0,      0,      0,      0,      0,      0,      0,    64.0,    50.7,    81.3,    70.5,    61.4,    49.6,    75.1,    68.3,    64.0,    50.7,    81.3,    70.5,    61.4,    49.6,    75.1,    68.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800MWh","0643BG","IFED","064 "
"ISO NE MASS HUB DA PEAK - ICE FUTURES ENERGY DIV",240109,2024-01-09,0643BG,IFED,01,064 ,  102847,    5529,    7448,    1935,   94976,   92918,  102440,  102301,     407,     546,  102847,    5529,    7448,    1935,   94976,   92918,  102440,  102301,     407,     546,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2669,    1392,    -303,    -466,   -3535,   -1893,   -2609,   -2662,     -60,      -7,  100.0,    5.4,    7.2,    1.9,   92.3,   90.3,   99.6,   99.5,    0.4,    0.5,  100.0,    5.4,    7.2,    1.9,   92.3,   90.3,   99.6,   99.5,    0.4,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     65,     14,     12,     12,     30,     32,     46,     54,     65,     14,     12,     12,     30,     32,     46,     54,      0,      0,      0,      0,      0,      0,      0,      0,    63.3,    50.0,    80.6,    70.5,    60.2,    48.9,    73.5,    67.9,    63.3,    50.0,    80.6,    70.5,    60.2,    48.9,    73.5,    67.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"800MWh","0643BG","IFED","064 "
